"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"3597",3597,3597,46049581,"Cozy studio, steps to metro, U.S. Capitol & more",257539140,"Tran",NA,"Capitol Hill, Lincoln Park",38.88627,-77.00548,"Entire home/apt",179,1,72,"9/4/2022",3.88,8,357,49,"Hosted License: 5007242201000673",45,NA,0.0848164221828699,2.94162222639517
"3598",3598,3598,45672873,"Sojourn | The Capitol Hill Flats | 301",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88748,-76.99922,"Entire home/apt",145,31,3,"8/6/2022",0.14,11,340,1,NA,74,NA,0.263655995481731,3.22072995469544
"3599",3599,3599,45673093,"Sojourn | The Capitol Hill Flats | 302",53580080,"Dunniela",NA,"Capitol Hill, Lincoln Park",38.88748,-76.99922,"Entire home/apt",132,31,1,"10/16/2021",0.09,11,365,1,NA,368,NA,0.263655995481731,3.22072995469544
"3600",3600,3600,46414609,"StayAttache in Dupont Circle with Spacious Deck",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91508,-77.04099,"Entire home/apt",136,31,0,NA,NA,96,1,0,NA,-1,NA,0.400280638966886,4.3493379304541
"3601",3601,3601,46414628,"StayAttache Joyful 3 bd in Dupont Circle",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91297,-77.03982,"Entire home/apt",220,31,0,NA,NA,96,363,0,NA,-1,NA,0.304050331098497,4.20162926417724
"3602",3602,3602,46414810,"StayAttache in Dupont Circle with Office Space",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9136,-77.03583,"Entire home/apt",110,31,0,NA,NA,96,225,0,NA,-1,NA,0.497534666184939,4.24472421325821
"3603",3603,3603,46415241,"StayAttache in Dupont with Contemporary Style",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91588,-77.03601,"Entire home/apt",116,31,0,NA,NA,96,363,0,NA,-1,NA,0.471242640516703,4.40178383855281
"3604",3604,3604,46049801,"Ideal studio, steps to metro, U.S. Capitol & more",257539140,"Tran",NA,"Capitol Hill, Lincoln Park",38.88705,-77.00361,"Entire home/apt",173,1,55,"9/10/2022",2.92,8,357,36,"Hosted License: 5007242201000673",39,NA,0.160168223535037,3.04621953730532
"3605",3605,3605,46415694,"StayAttache in Capitol Hill with Private Balcony",7650266,"Stay Attache",NA,"Capitol Hill, Lincoln Park",38.89139,-76.99839,"Entire home/apt",180,31,0,NA,NA,96,83,0,NA,-1,NA,0.48429673121124,3.45768526745969
"3606",3606,3606,46418162,"DC Rowhome + HUGE Roofdeck & Parking ✲ 4br | 3.5ba",10532814,"Kate",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93411,-77.03499,"Entire home/apt",621,1,25,"9/5/2022",1.53,4,142,20,"Hosted License: 5007242201000135
Unhosted License: 5007262201000136",44,NA,0.452227289236057,5.66061993128159
"3607",3607,3607,46419097,"Sojourn on 15th",39930655,"Team",NA,"Shaw, Logan Circle",38.90619,-77.03317,"Entire home/apt",137,31,30,"8/5/2022",1.69,156,318,22,"Exempt",75,NA,0.335577851191424,3.74038588507211
"3608",3608,3608,45675440,"Trendy English Basement - Heart of Truxton Circle",11908499,"Juan",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91241,-77.01601,"Entire home/apt",270,2,8,"7/29/2022",1.83,1,64,8,"Unhosted License: 5007262201001639",82,NA,0.330776415302117,4.32657875206782
"3609",3609,3609,46049905,"Cozy 1BR, steps to metro, U.S. Capitol & more",257539140,"Tran",NA,"Capitol Hill, Lincoln Park",38.88502,-77.00531,"Entire home/apt",179,1,59,"9/13/2022",3.21,8,344,47,"Hosted License: 5007242201000673",36,NA,0.00982228132029636,2.87864778787387
"3610",3610,3610,45676408,"Modern Bsmnt Apt Close to Union Market & Cap Hill",69251153,"Corey",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90577845,-76.98500127,"Entire home/apt",117,2,43,"9/14/2022",1.82,1,76,31,"Exempt",35,NA,0.987717838526106,4.69003574881865
"3611",3611,3611,46419132,"Sojourn on 15th",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90678,-77.03528,"Entire home/apt",123,31,4,"8/16/2022",0.21,156,334,3,"Exempt",64,NA,0.34497975813702,3.77522726894818
"3612",3612,3612,46052194,"✭Best✭Nurse’s ✭W/D✭ParkFree February✭King Bed✭Gym",242384147,"Almarin Suites",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90234,-76.98173,"Entire home/apt",130,3,18,"8/6/2022",1.07,10,317,13,"Exempt",74,NA,1.10735027966611,4.62114064628234
"3613",3613,3613,46419136,"Sojourn on 15th",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90792,-77.0353,"Entire home/apt",137,30,1,"7/30/2022",0.63,156,227,1,"Exempt",81,NA,0.404261978082146,3.85380293685662
"3614",3614,3614,45685198,"Private Room-City Living, Long Term Possible",337020834,"M B K D C",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96107,-76.99986,"Private room",35,31,9,"12/31/2021",0.57,3,30,5,NA,292,NA,0.648631163065724,7.79757987976132
"3615",3615,3615,45685304,"Rock Creek Terrace",62296794,"Vivian",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93527,-77.05306,"Entire home/apt",120,4,58,"8/22/2022",2.49,2,78,33,"Hosted License: 5007242201000570",58,NA,0.274343145694365,5.79971039533655
"3616",3616,3616,46052718,"Best✯❤ Nurses✯Gym✯King Bed✯Park Avail✯Work Here",242384147,"Almarin Suites",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90071,-76.98032,"Entire home/apt",141,3,14,"8/21/2022",0.96,10,334,12,"Exempt",59,NA,0.981487993996888,4.58958130681482
"3617",3617,3617,45698732,"2BR Fully furnished Apt near Smithsonian Museum",16644446,"Corporate",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87684,-77.01403,"Entire home/apt",392,3,3,"11/14/2021",0.13,17,106,1,"Unhosted License: 5007242100000025",339,NA,0.191582863938804,2.14100016814805
"3618",3618,3618,46419149,"Sojourn on 15th",39930655,"Team",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90608,-77.03389,"Entire home/apt",168,30,0,NA,NA,156,304,0,"Exempt",-1,NA,0.327312853140702,3.73041563885181
"3619",3619,3619,46054151,"Colorful Classic 4BR Eckington Rowhouse w/ Parking",26392545,"Eli",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91714,-77.00559,"Entire home/apt",200,6,10,"7/5/2022",0.46,3,0,3,"Hosted License: 5007242201000664",106,NA,0.592535716716611,4.81800236328109
"3620",3620,3620,46419150,"Sojourn on 15th",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90778,-77.03545,"Entire home/apt",147,30,2,"7/31/2022",0.28,156,332,2,"Exempt",80,NA,0.391626161442269,3.84387840469384
"3621",3621,3621,46419342,"Sojourn on 15th",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9059,-77.03462,"Entire home/apt",123,30,1,"9/5/2022",1,156,225,1,"Exempt",44,NA,0.319150396081965,3.71599976469573
"3622",3622,3622,45698889,"1 Bedroom Apartment - Near Waterfront Station",16644446,"Corporate",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87704,-77.0141,"Entire home/apt",220,3,2,"9/20/2021",0.16,17,103,1,"Unhosted License: 5007242100000022",394,NA,0.190165618361344,2.14972647278066
"3623",3623,3623,46062970,"The Drake~Fully Furnished Junior 1BR (#518)",373345952,"Randy",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90851,-77.03801,"Entire home/apt",122,90,0,NA,NA,2,358,0,NA,-1,NA,0.304733142949336,3.892327517741
"3624",3624,3624,46419375,"Sojourn on 15th",39930655,"Team",NA,"Shaw, Logan Circle",38.90812,-77.03348,"Entire home/apt",330,30,4,"9/11/2022",0.63,156,309,4,"Exempt",38,NA,0.467857978114143,3.87223149850333
"3625",3625,3625,46082907,"Logan Circle 1BR w/ W/D, Roof BBQ, nr Metro",107434423,"Blueground",NA,"Shaw, Logan Circle",38.9098924,-77.0335528,"Entire home/apt",189,32,0,NA,NA,235,311,0,NA,-1,NA,0.538929023676297,3.99409017251456
"3626",3626,3626,46419380,"Sojourn on 15th",39930655,"Team",NA,"Shaw, Logan Circle",38.90764,-77.03365,"Entire home/apt",134,30,0,NA,NA,156,309,0,"Exempt",-1,NA,0.434660608698668,3.8386251144313
"3627",3627,3627,46428177,"Spacious Historic DC Rowhouse | Perfect for Nurses",9680354,"Adam",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92519,-77.00729,"Entire home/apt",199,91,36,"8/24/2021",1.7,10,348,0,NA,421,NA,0.681915911598903,5.30945428998806
"3628",3628,3628,45699176,"2 Bedroom 2Bath Apartment near to Potomac River",16644446,"Corporate",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87519,-77.01519,"Entire home/apt",353,3,6,"8/16/2022",0.41,17,107,4,"Unhosted License: 5007242100000024",64,NA,0.154295987345327,2.0120809043317
"3629",3629,3629,45713721,"Furnished 6mnths + townhome in Treeline  DC",265526653,"Stephanie",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92691,-77.00714,"Entire home/apt",130,180,0,NA,NA,1,365,0,NA,-1,NA,0.732480530613124,5.42482328202552
"3630",3630,3630,46083668,"Logan Circle 1BR w/ W/D, Roof BBQ, nr Metro",107434423,"Blueground",NA,"Shaw, Logan Circle",38.9098924,-77.0335528,"Entire home/apt",191,32,0,NA,NA,235,295,0,NA,-1,NA,0.538929023676297,3.99409017251456
"3631",3631,3631,45719672,"Upstairs of Capitol Hill Carriage House",187954463,"Elaine",NA,"Capitol Hill, Lincoln Park",38.88995,-77.00206,"Entire home/apt",64,31,4,"12/11/2021",0.18,1,88,1,NA,312,NA,0.376402778230141,3.25680461637022
"3632",3632,3632,46430323,"StayAttache and StayTrusted in Dupont",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91736,-77.03921,"Entire home/apt",174,31,0,NA,NA,96,341,0,NA,-1,NA,0.582252709442868,4.50369770551459
"3633",3633,3633,46430610,"StayAttache and Enjoy Large Private Deck in Dupont",7650266,"Stay Attache",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90851,-77.03898,"Entire home/apt",147,31,0,NA,NA,96,0,0,NA,-1,NA,0.253767944687188,3.89292033039247
"3634",3634,3634,46106600,"Adams Morgan/U St. 1 Month Minimum Stay",69203193,"Leyla & Matt",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91773,-77.03719,"Entire home/apt",70,31,7,"3/11/2022",0.31,33,319,3,NA,222,NA,0.53149906641136,4.52855460882344
"3635",3635,3635,46433753,"Calvert Street Cottage - Private English basement",22758479,"Andrea & Margaret",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92342,-77.04594,"Entire home/apt",162,2,165,"9/13/2022",7.45,1,187,84,"Hosted License: 5007242201000539",36,NA,0.3721787883621,4.94161809440969
"3636",3636,3636,45721067,"3 Bedroom Townhome with Gorgeous Rooftop Deck",6105873,"John",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91654,-77.0425,"Entire home/apt",290,31,3,"11/29/2021",0.23,2,0,2,NA,324,NA,0.481066929091025,4.45408678184847
"3637",3637,3637,46120474,"1 MONTH & LONGER Stays -Entire Apt in Adams Morgan",69203193,"Leyla & Matt",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91802,-77.03662,"Entire home/apt",68,31,6,"8/15/2022",0.28,33,310,5,NA,65,NA,0.502901618759953,4.54886010384323
"3638",3638,3638,46130062,"Logan Circle 2BR w/ W/D, Roof BBQ, nr Metro",107434423,"Blueground",NA,"Shaw, Logan Circle",38.9098924,-77.0335528,"Entire home/apt",209,32,0,NA,NA,235,328,0,NA,-1,NA,0.538929023676297,3.99409017251456
"3639",3639,3639,45726862,"Sojourn on 5th #302",39930655,"Team",NA,"Capitol Hill, Lincoln Park",38.88215,-76.99808,"Entire home/apt",197,31,10,"5/30/2022",0.48,156,365,6,NA,142,NA,0.205277360414895,2.99635536335033
"3640",3640,3640,45736406,"Marriott Vacation Club Pulse at The Mayflower- Studio",194953121,NA,NA,"Dupont Circle, Connecticut Avenue/K Street",38.90365,-77.03945,"Entire home/apt",550,2,0,NA,NA,4,315,0,"Exempt",-1,NA,0.0333745904854197,3.55823754603455
"3641",3641,3641,46435428,"Capitol Hill, 9 Windows, FREE PARKING, Metro",22490527,"Alison",NA,"Capitol Hill, Lincoln Park",38.888802,-76.991364,"Entire home/apt",195,1,56,"9/13/2022",2.74,3,219,54,"Hosted License: 5007242201000212
Unhosted License: 5007262201000213",36,NA,0.383448280028864,3.57953044119642
"3642",3642,3642,46449646,"Stay Joyful in Adams Morgan!",7650266,"Stay Attache",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9207,-77.04361,"Entire home/apt",99,31,0,NA,NA,96,311,0,NA,-1,NA,0.568577004068689,4.74439749107913
"3643",3643,3643,46138649,"Home School Here | 5BR | Fast Wifi| Fort Totten Metro",309751108,"Cohostedby",NA,"Takoma, Brightwood, Manor Park",38.95535,-77.00827,"Entire home/apt",509,31,29,"5/30/2022",1.37,3,257,14,NA,142,NA,0.409654351253088,7.30318208611726
"3644",3644,3644,46450725,"Casita Viva Terra by Metta Home - An Apt of Compassion & Purpose",67044851,"Heather",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91928,-77.03328,"Entire home/apt",113,31,27,"4/1/2022",1.4,3,0,15,NA,201,NA,0.352402280176946,4.64168942057644
"3645",3645,3645,45736410,"Marriotts Vacation Club Pulse at The Mayflower- Studio",194953121,NA,NA,"Dupont Circle, Connecticut Avenue/K Street",38.90523,-77.03905,"Entire home/apt",600,2,0,NA,NA,4,0,0,"Exempt",-1,NA,0.143887590676456,3.66671424837388
"3646",3646,3646,45740772,"Logan Circle/14th St. Quiet Entire One Bdrm Suite",21259422,"Sachin",NA,"Shaw, Logan Circle",38.91234,-77.02913,"Entire home/apt",110,31,8,"5/28/2022",0.39,1,143,5,NA,144,NA,0.334333611292262,4.18279676380139
"3647",3647,3647,46141540,"Merhaba House - City Home, Suburbs Charm",106426179,"Deb",NA,"Takoma, Brightwood, Manor Park",38.96795,-77.02482,"Entire home/apt",190,32,5,"6/7/2021",0.24,8,83,0,NA,499,NA,0.668323052185164,8.0245104345867
"3648",3648,3648,46451071,"Sojourn on Q #101",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.03819,"Entire home/apt",164,31,1,"2/28/2022",0.15,156,350,1,NA,233,NA,0.327347381545572,4.1283577559189
"3649",3649,3649,46451073,"Sojourn on Q #201",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91139,-77.03819,"Entire home/apt",108,31,1,"7/17/2022",0.49,156,338,1,NA,94,NA,0.310795938523541,4.09109855516281
"3650",3650,3650,46146369,"Private room in nice home with garden.",1569728,"V",NA,"Mayfair, Hillbrook, Mahaning Heights",38.89868,-76.94367,"Private room",53,31,4,"9/2/2022",0.33,3,264,4,NA,47,NA,0.171938273009675,6.05694550593147
"3651",3651,3651,46451085,"Sojourn on Q #202",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91173,-77.03802,"Entire home/apt",108,31,2,"9/2/2022",0.12,156,359,1,NA,47,NA,0.329096483784644,4.114507795878
"3652",3652,3652,45750969,"Live By The Garden In Sunny Capitol Hill",294545484,"June",NA,"Capitol Hill, Lincoln Park",38.88359,-76.99314,"Private room",55,91,0,NA,NA,63,362,0,NA,-1,NA,0.172025292192629,3.26185200408719
"3653",3653,3653,46163269,"High-end apartment in the heart of DC",185152492,"Sam",NA,"West End, Foggy Bottom, GWU",38.90575,-77.05127,"Entire home/apt",185,31,0,NA,NA,1,89,0,NA,-1,NA,0.352222658877553,3.77530152245632
"3654",3654,3654,45752364,"Newly Renovated Private Ground Floor Suite",2063724,"Clint",NA,"Capitol View, Marshall Heights, Benning Heights",38.87972,-76.94362,"Entire home/apt",70,4,13,"9/11/2022",0.69,1,341,9,"Hosted License: 5007242201001659",38,NA,0.82841105631208,5.47874986797687
"3655",3655,3655,46451090,"Sojourn on Q #301",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91193,-77.03966,"Entire home/apt",155,31,0,NA,NA,156,125,0,NA,-1,NA,0.260362719876825,4.12966108808301
"3656",3656,3656,46178690,"Classic & Charming Row House-Sleeps 10 w/Parking!",374098287,"Gerred",NA,"Union Station, Stanton Park, Kingman Park",38.89379,-76.98779,"Entire home/apt",1200,31,0,NA,NA,1,0,0,NA,-1,NA,0.761200739311126,3.96233341456156
"3657",3657,3657,46451098,"Sojourn on Q Unit #B",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9117,-77.03815,"Entire home/apt",147,31,0,NA,NA,156,348,0,NA,-1,NA,0.3218220399614,4.11247437935658
"3658",3658,3658,46451238,"Charming Capitol Hill Rowhome - HUGE outdoor space",11162265,"Casey",NA,"Union Station, Stanton Park, Kingman Park",38.89624,-76.98407,"Entire home/apt",325,31,8,"1/18/2022",0.36,1,0,1,NA,274,NA,0.759584641011635,4.22485847241851
"3659",3659,3659,45753882,"Trendy Home +Private Parking+ 5 min walk to Metro",83409288,"Tsedey",NA,"Historic Anacostia",38.86471,-76.99061,"Entire home/apt",214,4,36,"9/5/2022",2.07,1,132,28,"Hosted License: 5007242201001469",44,NA,0.286410334251079,2.71419261272623
"3660",3660,3660,46193587,"Sojourn  Capitol Hill 2 BR condo with parking",39930655,"Team",NA,"Capitol Hill, Lincoln Park",38.8878,-76.9908,"Entire home/apt",123,31,1,"5/27/2022",0.27,156,350,1,NA,145,NA,0.358548906503888,3.55308279751631
"3661",3661,3661,45756100,"Stunning 2BR-Steps to the US Capitol + Parking!",370943658,"Mari",NA,"Capitol Hill, Lincoln Park",38.890522,-77.001999,"Entire home/apt",269,3,115,"9/6/2022",6.78,1,99,80,"Hosted License: 5007242201000644",43,NA,0.413456758597961,3.2905105319082
"3662",3662,3662,46451700,"Large 1 BR+ Den off-street parking near everything",10235756,"Kevin",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91267,-77.00404,"Entire home/apt",102,31,28,"7/7/2022",1.49,1,252,11,NA,104,NA,0.393513557430972,4.56550526925007
"3663",3663,3663,46193603,"Sojourn 114 F Street SE",39930655,"Team",NA,"Capitol Hill, Lincoln Park",38.88189,-77.00627,"Entire home/apt",93,31,0,NA,NA,156,259,0,NA,-1,NA,0.227922823264797,2.67758900913863
"3664",3664,3664,46453167,"Modern apartment steps from DC's top restaurants",4870160,"Zach",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93561,-77.02959,"Entire home/apt",136,2,31,"9/11/2022",1.45,1,337,9,"Hosted License: 5007242201001059",38,NA,0.357620609128213,5.77916652410347
"3665",3665,3665,45763617,"Woodley Park Room Close to Transport",294545484,"June",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92689,-77.05301,"Private room",55,91,1,"12/13/2020",0.05,63,328,0,NA,675,NA,0.128109633751778,5.22780160428499
"3666",3666,3666,46194766,"Elegant newly renovated  2BR/2BA in 14th Street DC",21446876,"Amanda",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92318,-77.02987,"Entire home/apt",125,31,0,NA,NA,2,0,0,NA,-1,NA,0.353731712323107,4.92310349704926
"3667",3667,3667,46231785,"Residential Nature Getaway Fire Pit Home",17115030,"Katie",NA,"Brookland, Brentwood, Langdon",38.92575,-76.96917,"Entire home/apt",240,2,73,"9/4/2022",3.49,1,59,53,"Hosted License: 5007242201001962",45,NA,1.47778425119811,6.31067166921252
"3668",3668,3668,45766087,"★ Modern Renovated Apartment ★ Walk Everywhere!",4842908,"Justine",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90975,-77.03842,"Entire home/apt",200,31,40,"8/1/2022",1.77,1,0,7,NA,79,NA,0.272998341522909,3.97804587219492
"3669",3669,3669,46453457,"Capitol Hill Studio on Lincoln Park, Free PARKING",22490527,"Alison",NA,"Capitol Hill, Lincoln Park",38.888802,-76.991364,"Entire home/apt",113,1,140,"9/13/2022",8.88,3,224,102,"Hosted License: 5007242201000212
Unhosted License: 5007262201000213",36,NA,0.383448280028864,3.57953044119642
"3670",3670,3670,46464749,"Chic Newly Renovated English Basement Apartment",4066321,"Travis",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91261,-77.01016,"Entire home/apt",89,31,29,"8/11/2022",2.25,1,20,26,NA,69,NA,0.548107212301103,4.43765529620178
"3671",3671,3671,46232948,"Quiet English Basement Near National Zoo",67208614,"William",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92967,-77.04295,"Entire home/apt",80,31,3,"3/20/2022",0.25,1,41,3,NA,213,NA,0.5813886558014,5.36000919633277
"3672",3672,3672,46469835,"StayAttache and StayJoyful in H Street Corridor",7650266,"Stay Attache",NA,"Union Station, Stanton Park, Kingman Park",38.90539,-76.99655,"Entire home/apt",172,31,0,NA,NA,96,359,0,NA,-1,NA,0.370959615635817,4.30902910440667
"3673",3673,3673,46470715,"StayAttache and Stay Living Well in Gtown",7650266,"Stay Attache",NA,"Georgetown, Burleith/Hillandale",38.9089,-77.05872,"Entire home/apt",103,31,1,"2/18/2021",0.05,96,0,0,NA,608,NA,0.729407268548459,4.08383417606482
"3674",3674,3674,46471032,"StayAttache StayHealthy in Foggy Bottom",7650266,"Stay Attache",NA,"West End, Foggy Bottom, GWU",38.90254,-77.05255,"Entire home/apt",143,31,0,NA,NA,96,343,0,NA,-1,NA,0.177140540141743,3.57359542112527
"3675",3675,3675,46472704,"Sojourn on 19th Unit #3",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91462,-77.04277,"Entire home/apt",87,31,1,"1/30/2021",0.05,156,310,0,NA,627,NA,0.347773238423558,4.32276321209033
"3676",3676,3676,46472708,"Sojourn on 19th Unit #5",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91516,-77.04405,"Entire home/apt",115,31,9,"8/17/2022",0.46,156,288,6,NA,63,NA,0.384793372211438,4.364944528024
"3677",3677,3677,45770135,"Cozy Gateway in the Historical Logan Circle / Shaw",201899438,"Tom",NA,"Shaw, Logan Circle",38.908363,-77.026222,"Entire home/apt",202,31,181,"8/10/2022",7.86,2,179,76,NA,70,NA,0.269777861411838,3.93237986921839
"3678",3678,3678,45774425,"For Vaccinated Female: Twin Bed in Fun Kid’s Rm",17945482,"Diane",NA,"Union Station, Stanton Park, Kingman Park",38.89444,-76.99625,"Private room",45,90,46,"6/9/2022",2.6,1,0,38,NA,132,NA,0.65164669830282,3.69541954219509
"3679",3679,3679,45789238,"1bd apt in Upper Georgetown( Washington DC)",10530921,"Zhivko",NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.92923,-77.10721,"Entire home/apt",121,2,26,"9/12/2022",1.99,2,331,23,"Hosted License: 5007242201001287",37,NA,2.02699946329165,6.5367040801029
"3680",3680,3680,45796599,"Sunny studio - Wonderful view and location!",3311328,"Darilla",NA,"Friendship Heights, American University Park, Tenleytown",38.95944,-77.08666,"Entire home/apt",48,90,2,"12/27/2020",0.09,4,118,0,NA,661,NA,0.0908092076425213,7.87417356213647
"3681",3681,3681,46253554,"citizenM Washington DC Capitol",374527046,"CitizenM",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88286027,-77.01919311,"Hotel room",0,1,0,NA,NA,1,0,0,NA,-1,NA,0.201945114507125,2.35065135005832
"3682",3682,3682,45813525,"Great Apartment & Location, Minutes to Downtown!",60528043,"Andrew & Connie",NA,"Friendship Heights, American University Park, Tenleytown",38.95568,-77.08702,"Entire home/apt",99,31,7,"7/24/2021",0.31,1,0,0,NA,452,NA,0.285234727663892,7.63756091304566
"3683",3683,3683,45816025,"Welcome Home in heart of DC",371433251,"Rocky",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90356,-76.9915,"Entire home/apt",84,31,6,"12/6/2020",0.26,1,0,0,NA,682,NA,0.67301346131939,4.35546040589002
"3684",3684,3684,45857500,"Private room #202 few minutes to Metro in D.C",12166019,"Yousong & Sharon",NA,"Mayfair, Hillbrook, Mahaning Heights",38.89721,-76.94549,"Private room",43,31,0,NA,NA,12,45,0,NA,-1,NA,0.153519041050265,5.91898884184609
"3685",3685,3685,46472709,"Sojourn on 19th Unit #6",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91463,-77.04484,"Entire home/apt",88,31,1,"7/2/2022",0.39,156,309,1,NA,109,NA,0.355270552479084,4.33216116608815
"3686",3686,3686,46472727,"Sojourn on 19th Unit #7",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91352,-77.04252,"Entire home/apt",80,31,0,NA,NA,156,285,0,NA,-1,NA,0.274477743160709,4.24615357988388
"3687",3687,3687,46472744,"Sojourn on 19th Unit #8",39930655,"Team",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91329,-77.04338,"Entire home/apt",103,31,3,"3/19/2022",0.24,156,341,2,NA,214,NA,0.254214226080464,4.23349664618379
"3688",3688,3688,46472746,"Sojourn on 19th Unit #9",39930655,"Team",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91531,-77.04484,"Entire home/apt",96,31,2,"7/30/2022",0.1,156,281,1,NA,81,NA,0.401185520853607,4.37889268013725
"3689",3689,3689,46276795,"Sonder Callisto | Studio Apartment",219493221,"Sonder (D.C.)",NA,"Near Southeast, Navy Yard",38.87602,-76.99419,"Entire home/apt",133,2,18,"8/6/2022",1.02,37,311,10,"Exempt",74,NA,0.595905830138351,2.89257669093039
"3690",3690,3690,46475512,"Sojourn the 13th Street Flats #1",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91471,-77.0287,"Entire home/apt",106,31,2,"8/14/2022",0.18,156,319,2,NA,66,NA,0.171743277212183,4.34792946266263
"3691",3691,3691,46475520,"Sojourn the 13th Street Flats #2",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91692,-77.02831,"Entire home/apt",111,31,5,"11/5/2021",0.26,156,297,2,NA,348,NA,0.0447600904943152,4.50185062638798
"3692",3692,3692,46475531,"Sojourn the 13th Street Flats #3",39930655,"Team",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91478,-77.02971,"Entire home/apt",123,31,2,"8/20/2021",0.11,156,199,0,NA,425,NA,0.195612593197722,4.34685031591107
"3693",3693,3693,45860529,"Lovely basement studio",5379812,"Diane",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92358,-77.06011,"Entire home/apt",122,3,60,"9/11/2022",2.69,1,77,39,"Hosted License: 5007242201001586",38,NA,0.432639837811332,5.08167012579534
"3694",3694,3694,46277339,"Sonder Callisto | Spacious Studio Apartment",219493221,"Sonder (D.C.)",NA,"Near Southeast, Navy Yard",38.8759,-76.99566,"Entire home/apt",273,2,86,"8/29/2022",5.15,37,347,61,"Exempt",51,NA,0.516366095359998,2.82220775395553
